LotArea,LotFrontage,TotalBsmtSF,BedroomAbvGr,Fireplaces,PoolArea,GarageCars,WoodDeckSF,ScreenPorch,Expensive,MSZoning,Condition1,Heating,Street,CentralAir,Foundation,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,KitchenQual,FireplaceQu
53107,,1580,3,2,0,2,216,0,0,RL,Feedr,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,Fa
3182,43.0,1256,2,1,0,2,146,144,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA
8410,58.0,658,5,0,0,0,0,0,0,RL,Feedr,GasA,Pave,Y,PConc,TA,Fa,TA,TA,No,Unf,TA,
7200,72.0,1041,3,1,0,1,296,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Av,ALQ,TA,Fa
9382,93.0,1468,3,0,0,2,120,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,
12474,96.0,1682,3,1,0,3,196,0,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,Av,GLQ,Ex,Ex
8405,50.0,861,4,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,Gd,No,Rec,TA,
12209,71.0,804,3,1,0,2,125,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Ex,TA,No,ALQ,Gd,TA
8339,,0,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,Slab,TA,TA,,,,,TA,
7446,,788,2,2,0,0,0,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,TA
10134,60.0,735,2,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,
9571,68.0,1144,3,0,0,1,44,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Av,BLQ,TA,
7200,60.0,894,2,0,0,2,215,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Av,Rec,TA,
7590,69.0,864,4,1,0,1,0,0,0,RL,PosN,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,TA
8967,60.0,961,2,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,Fa,Fa,Po,No,Unf,TA,
8125,65.0,1092,2,0,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,
14963,38.0,1260,1,2,0,2,120,224,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Ex,Gd
8767,65.0,1310,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,Gd
10200,60.0,672,2,0,0,1,168,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,No,Unf,TA,
12090,93.0,1141,4,1,0,2,144,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,TA
10364,,806,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,Unf,TA,TA
9991,,1281,3,1,0,2,120,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,TA
10480,51.0,1064,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,Unf,TA,
15576,63.0,840,4,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,BrkTil,TA,TA,Gd,TA,No,Unf,TA,
14154,109.0,1063,3,1,0,3,192,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,Gd,No,Unf,Gd,Gd
10800,85.0,1034,3,1,0,3,0,0,1,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,No,GLQ,Ex,Gd
9571,68.0,1276,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Fa,TA,Fa,No,Unf,TA,
34650,100.0,1056,3,0,0,2,264,0,0,RL,Norm,GasA,Pave,N,CBlock,TA,TA,TA,TA,Mn,Rec,TA,
4403,,1470,2,1,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,Av,GLQ,Gd,Gd
8960,56.0,1008,2,1,0,2,0,0,0,RM,Artery,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,Gd
11228,59.0,1080,3,1,0,3,196,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,BLQ,Gd,TA
8899,73.0,1340,3,0,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,
7844,74.0,672,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,TA
22420,86.0,1370,4,1,0,3,0,0,0,RL,Feedr,GasW,Pave,N,BrkTil,TA,TA,Gd,TA,No,BLQ,TA,Gd
8160,60.0,756,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,N,BrkTil,TA,TA,TA,TA,No,ALQ,TA,
8450,65.0,1056,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,Fa
7060,78.0,1344,2,0,0,4,0,0,0,RM,Norm,GasA,Pave,Y,PConc,TA,Gd,Gd,Gd,Gd,GLQ,TA,
16635,,1602,3,1,0,2,240,0,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,Gd,TA,No,ALQ,Gd,TA
21750,100.0,988,2,0,0,2,0,0,0,RL,Artery,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,
9200,80.0,1470,4,1,0,3,0,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA
9000,72.0,1196,2,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,LwQ,TA,Gd
3378,60.0,651,3,2,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,Unf,TA,Gd
12800,,1518,2,1,0,2,80,396,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Gd,GLQ,Gd,TA
8593,77.0,907,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,
6762,64.0,1208,2,0,0,2,105,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,
11457,130.0,1392,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Mn,GLQ,Gd,TA
1680,21.0,483,2,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,
5586,60.0,901,4,0,0,0,0,0,0,RM,Feedr,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,Unf,TA,
1920,24.0,765,2,0,0,2,240,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,
10839,100.0,926,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,Unf,TA,TA
1890,21.0,630,1,0,0,0,88,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,Gd,Gd,TA,Av,ALQ,TA,
10667,43.0,799,3,1,0,2,158,0,0,RL,PosN,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,TA
4400,40.0,648,2,0,0,2,0,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,TA,Fa,TA,No,Unf,TA,
6000,50.0,884,2,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,PConc,Gd,TA,TA,TA,No,Unf,TA,
4280,40.0,440,2,1,0,1,0,0,0,RL,Norm,GasA,Pave,N,PConc,TA,TA,TA,TA,No,LwQ,Gd,Gd
12354,67.0,684,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,Fa,Mn,Unf,Gd,
15431,105.0,3094,2,2,0,3,0,170,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,Gd,GLQ,Ex,Gd
12108,92.0,1440,4,0,0,0,0,0,0,RL,Norm,GasA,Pave,N,CBlock,TA,TA,TA,TA,No,ALQ,Fa,
6240,52.0,1078,3,1,0,2,0,0,0,RM,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,No,Unf,TA,Gd
3922,53.0,1258,2,1,0,3,144,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Av,Unf,Gd,Gd
8750,70.0,915,4,1,0,2,144,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,Gd,Gd,TA,No,GLQ,Gd,TA
9855,73.0,1436,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,Gd
16492,137.0,1517,2,1,0,2,0,0,0,RL,PosA,GasA,Pave,Y,CBlock,Gd,TA,TA,TA,No,ALQ,Gd,Gd
11214,,930,4,1,0,2,89,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,TA
8600,50.0,780,3,1,0,1,0,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,Unf,TA,Gd
6000,50.0,649,2,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,ALQ,TA,
5684,70.0,813,2,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,Unf,Gd,
70761,62.0,1533,2,2,0,2,200,0,1,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Gd,ALQ,Gd,TA
9303,,872,3,0,0,2,144,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,No,ALQ,TA,
9000,75.0,768,3,0,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,
9297,63.0,1728,4,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,
9600,80.0,1242,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,TA
4571,34.0,624,4,0,0,3,0,0,0,RM,Norm,GasA,Pave,N,BrkTil,TA,TA,TA,TA,No,Unf,TA,
53227,,1364,2,2,0,2,224,0,1,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Gd,BLQ,Gd,Gd
5100,,588,3,1,0,1,192,0,0,RM,Norm,GasA,Pave,Y,PConc,TA,Gd,TA,TA,No,Unf,Gd,Gd
7015,,709,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,LwQ,Gd,TA
8004,75.0,832,3,0,0,2,0,0,1,FV,RRAn,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,TA,
7200,60.0,560,3,0,0,2,256,0,0,RL,Feedr,GasA,Pave,Y,PConc,Gd,Gd,Gd,Gd,No,ALQ,Gd,
8281,60.0,864,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,Po
11988,74.0,715,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,LwQ,TA,Gd
8430,60.0,1040,3,0,0,0,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,Rec,TA,
3072,,1375,2,1,0,2,144,0,0,RM,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,TA
10628,85.0,1277,2,1,0,2,0,176,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,Gd,Gd,GLQ,TA,Po
9480,79.0,728,3,2,0,1,168,0,0,RL,Artery,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,LwQ,Gd,Gd
11428,98.0,1626,3,1,0,3,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,Gd
9291,76.0,832,3,0,0,2,144,0,0,RL,RRNe,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,
6820,,1488,1,0,0,2,0,140,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,
11952,92.0,808,3,1,0,2,0,276,0,RL,PosA,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,Unf,TA,Gd
3675,35.0,547,2,0,0,2,0,0,0,RM,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Gd,GLQ,TA,
14977,110.0,1976,2,1,0,3,250,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Gd,GLQ,Gd,Ex
5330,41.0,1494,2,0,0,2,96,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Ex,
8480,80.0,970,2,0,0,2,0,192,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,GLQ,TA,
13125,75.0,1478,3,1,0,2,140,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Gd,GLQ,Gd,TA
13693,105.0,2153,3,1,0,3,414,0,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Gd,TA,Av,Unf,Ex,Gd
10637,79.0,1705,3,1,0,3,208,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Gd,GLQ,Gd,Gd
5925,50.0,907,2,0,0,2,0,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,TA,Fa,TA,No,Rec,TA,
16033,98.0,1833,3,1,0,3,519,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Gd,GLQ,Gd,Gd
11846,72.0,1792,2,1,0,3,206,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Gd,GLQ,Ex,Gd
2500,50.0,910,4,1,0,1,0,0,0,RM,Norm,GasA,Pave,Y,PConc,Gd,TA,TA,TA,No,ALQ,Ex,Gd
4500,32.0,1216,2,0,0,2,0,0,0,RM,Norm,GasA,Pave,Y,PConc,TA,TA,Ex,TA,No,GLQ,TA,
7758,,999,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,ALQ,Gd,
9600,80.0,1113,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,TA,TA,No,ALQ,Gd,Gd
10289,79.0,1073,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,
12243,70.0,1484,3,1,0,2,224,180,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Av,ALQ,TA,TA
10800,60.0,954,3,1,0,2,142,0,0,RL,Norm,GasA,Pave,N,CBlock,TA,Fa,TA,Fa,No,BLQ,TA,Gd
1526,21.0,630,1,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,Gd,Gd,TA,Av,GLQ,Gd,
2665,,264,3,1,0,1,141,0,0,RM,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Mn,Unf,TA,Gd
9490,79.0,806,3,2,0,1,0,0,0,RL,Artery,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,Fa,TA
15578,105.0,728,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,TA,
7931,70.0,1269,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,Fa
5784,50.0,190,2,0,0,1,144,0,0,RM,Artery,GasA,Pave,Y,BrkTil,TA,TA,Fa,TA,No,Unf,TA,
7879,60.0,720,2,0,0,0,0,0,0,C (all),Norm,GasA,Pave,N,CBlock,TA,TA,TA,TA,No,Rec,TA,
12692,,3200,4,1,0,2,264,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,Gd
9120,60.0,1026,4,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,Gd,TA,TA,No,Rec,TA,
7800,65.0,864,3,0,0,1,64,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,No,ALQ,Gd,
7535,70.0,912,2,0,0,1,12,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,
1890,21.0,672,3,0,0,1,144,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,
9803,75.0,866,3,0,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,
9170,70.0,1214,2,0,0,2,0,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,
15602,100.0,1501,1,2,0,2,0,161,1,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,TA
2308,24.0,855,3,1,0,2,260,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,Fa
7596,60.0,960,4,0,0,2,0,0,0,RM,Artery,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,
9554,80.0,777,3,1,0,2,182,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA
7862,75.0,1218,2,0,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,
9600,60.0,689,3,1,0,2,0,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,Ex,TA,TA,No,Rec,Gd,Gd
9600,80.0,1041,3,0,0,1,224,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,
14559,75.0,1008,2,2,0,1,324,168,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,TA,TA,No,BLQ,TA,TA
6792,40.0,1368,2,1,0,2,132,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,Gd
9100,70.0,864,3,0,0,2,0,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,
9187,71.0,1084,3,0,0,2,120,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,Gd,TA,TA,No,ALQ,TA,
10594,55.0,768,2,0,0,1,0,0,0,RL,Norm,Grav,Pave,N,BrkTil,TA,TA,TA,TA,No,Unf,TA,
12220,94.0,2006,3,1,0,3,156,0,1,RL,Norm,GasA,Pave,Y,CBlock,Ex,TA,Ex,TA,No,GLQ,Ex,Gd
10448,,689,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,TA
10208,79.0,1264,3,1,0,3,220,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,TA
9531,,794,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Mn,GLQ,TA,
10918,53.0,1276,3,2,0,1,0,145,0,RL,Norm,GasA,Pave,Y,BrkTil,Gd,TA,Gd,TA,No,Unf,Gd,Gd
10800,60.0,0,3,0,0,0,220,0,0,RL,Norm,GasA,Pave,N,BrkTil,TA,TA,,,,,TA,
11988,90.0,1244,3,2,0,1,0,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,Gd
5000,50.0,1004,3,2,0,2,0,0,0,RM,Feedr,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,ALQ,TA,Gd
40094,130.0,3138,3,1,0,3,208,0,0,RL,PosN,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,Gd,GLQ,Ex,Gd
11787,95.0,1379,3,1,0,3,239,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA
7500,62.0,1257,3,1,0,2,38,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,TA
13300,70.0,928,2,0,0,1,261,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,Rec,TA,
14948,67.0,1452,3,1,0,3,126,0,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,Av,GLQ,Ex,Gd
9098,58.0,528,2,0,0,0,0,0,0,RL,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,Mn,ALQ,TA,
32668,,2035,4,2,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,TA,TA,No,Rec,TA,TA
10200,85.0,1461,3,1,0,2,224,0,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,Gd,TA,Av,GLQ,Gd,Fa
6155,60.0,611,3,0,0,2,0,0,0,RM,RRNn,GasA,Pave,Y,BrkTil,TA,TA,Fa,Fa,Mn,Unf,TA,
7200,60.0,0,2,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,Slab,TA,TA,,,,,TA,Po
5000,50.0,0,1,0,0,0,0,0,0,RL,Norm,GasA,Pave,N,Slab,Fa,Fa,,,,,Fa,
9056,74.0,707,3,1,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,Gd,Av,Unf,Gd,Gd
7000,70.0,1117,3,0,0,0,85,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Gd,GLQ,TA,
8924,57.0,880,3,0,0,2,120,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Av,Unf,Gd,
12735,,864,3,0,0,2,216,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,
11553,,1051,3,1,0,1,466,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,Fa
11423,,1581,3,1,0,2,180,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,TA
14601,85.0,1838,2,1,0,3,270,0,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,Av,GLQ,Ex,Gd
11000,,969,4,1,0,3,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,TA
10140,78.0,1650,3,1,0,2,78,0,0,RL,RRAn,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,No,LwQ,Gd,TA
4058,34.0,723,1,0,0,1,120,0,0,RH,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Av,GLQ,TA,
17104,58.0,654,3,1,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,Gd,Av,GLQ,Gd,Gd
13837,,1204,4,0,0,3,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,Gd,Gd,Gd,No,GLQ,Gd,
8737,70.0,1065,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,BrkTil,TA,TA,Gd,TA,No,Rec,TA,Gd
7244,54.0,768,2,0,0,2,104,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,Gd,TA,Av,ALQ,TA,
8235,49.0,825,2,0,0,2,140,0,0,RM,Feedr,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,LwQ,TA,
9375,75.0,912,4,1,0,2,182,0,1,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,Gd
4043,53.0,1069,2,0,0,2,0,200,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,ALQ,TA,
6000,50.0,928,3,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,
11146,87.0,1709,3,1,0,3,169,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Av,Unf,Gd,Gd
8777,67.0,0,2,0,0,2,0,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,,,,,Gd,
10625,85.0,998,3,1,0,3,320,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,Gd
6380,58.0,993,2,1,0,1,0,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,Fa,No,Unf,TA,Gd
14850,69.0,1092,2,1,0,1,268,122,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,TA
11040,60.0,637,3,0,0,1,0,0,0,C (all),Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,
21872,57.0,729,3,1,0,2,264,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Gd,GLQ,TA,TA
3196,,1374,2,1,0,2,143,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Gd,Unf,Gd,TA
11341,,1392,3,1,0,2,0,95,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,ALQ,TA,Gd
10010,77.0,1389,2,1,0,2,240,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Av,ALQ,TA,TA
13907,63.0,996,3,1,0,0,144,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,Gd
21780,66.0,1163,4,1,0,2,72,144,0,RL,Norm,GasA,Pave,Y,BrkTil,TA,TA,Gd,TA,Mn,Unf,TA,Gd
13346,,1095,4,1,0,2,0,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA
6858,66.0,806,4,0,0,1,0,0,0,RL,Norm,GasA,Pave,N,PConc,TA,TA,Gd,TA,No,Unf,Fa,
11198,77.0,1122,4,1,0,3,144,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,Gd,No,Unf,Ex,Gd
10171,70.0,1517,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,
12327,79.0,1496,1,1,0,2,349,0,1,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,Gd,TA,Gd,GLQ,Gd,Gd
7032,,943,2,2,0,2,42,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Gd,GLQ,TA,TA
13101,74.0,1728,6,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,LwQ,TA,
7332,60.0,864,2,0,0,1,168,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,Gd,
13159,83.0,846,3,0,0,2,208,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Ex,TA,Av,Unf,Gd,
9967,76.0,384,3,1,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,Unf,TA,TA
10500,70.0,372,3,0,0,1,35,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Av,ALQ,TA,
8480,80.0,832,2,0,0,1,158,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,
6292,52.0,861,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,Unf,TA,Gd
